Customer_Id,Name,Age,City,Job,Marital_Status
56,Customer_56,37,Giza,engineer,Single
57,Customer_57,45,Giza,developer,Single
58,Customer_58,64,Giza,engineer,Married
59,Customer_59,24,Alexandria,doctor,Single
60,Customer_60,61,Giza,engineer,Married
61,Customer_61,25,Giza,banker,Single
62,Customer_62,64,Asyut,unemployed,Single
63,Customer_63,52,Giza,developer,Single
64,Customer_64,31,Giza,unemployed,Single
65,Customer_65,34,Cairo,teacher,Married
66,Customer_66,53,Cairo,teacher,
67,Customer_67,67,Alexandria,unemployed,Single
68,Customer_68,57,Asyut,banker,Married
69,Customer_69,21,Giza,developer,Married
70,Customer_70,19,Giza,engineer,Single
71,Customer_71,23,Mansoura,unemployed,Divorced
72,Customer_72,59,Cairo,teacher,
73,Customer_73,21,Giza,engineer,Single
74,Customer_74,46,Cairo,banker,Divorced
75,Customer_75,35,Giza,teacher,Single
76,Customer_76,43,Mansoura,doctor,Married
77,Customer_77,61,Giza,unemployed,Single
78,Customer_78,51,Alexandria,engineer,Married
79,Customer_79,27,Alexandria,unemployed,Single
80,Customer_80,53,Cairo,developer,Married
81,Customer_81,31,Cairo,engineer,Married
82,Customer_82,48,Alexandria,engineer,Divorced
83,Customer_83,65,Alexandria,engineer,Divorced
84,Customer_84,32,Giza,unemployed,Married
85,Customer_85,25,Alexandria,banker,Married
86,Customer_86,31,Cairo,banker,Single
87,Customer_87,40,Alexandria,developer,Married
88,Customer_88,57,Cairo,banker,Divorced
89,Customer_89,38,Alexandria,unemployed,Married
90,Customer_90,33,Mansoura,developer,Single
91,Customer_91,62,Cairo,developer,Single
92,Customer_92,35,Cairo,banker,
93,Customer_93,64,Cairo,teacher,
94,Customer_94,41,Alexandria,banker,
95,Customer_95,43,Giza,teacher,Single
96,Customer_96,42,Cairo,doctor,Single
97,Customer_97,62,Asyut,banker,Married
98,Customer_98,58,Cairo,doctor,Married
99,Customer_99,46,Alexandria,banker,Single
100,Customer_100,32,Mansoura,doctor,Single
101,Customer_101,62,Cairo,unemployed,Divorced
102,Customer_102,18,Alexandria,doctor,
103,Customer_103,42,Giza,teacher,
104,Customer_104,24,Alexandria,engineer,Single
105,Customer_105,26,Giza,developer,
106,Customer_106,41,Alexandria,doctor,
107,Customer_107,18,Cairo,engineer,Single
108,Customer_108,61,Giza,unemployed,Single
109,Customer_109,25,Alexandria,unemployed,Single
110,Customer_110,41,Cairo,unemployed,Single
111,Customer_111,28,Mansoura,unemployed,
112,Customer_112,68,Cairo,unemployed,Single
113,Customer_113,34,Asyut,unemployed,Single
114,Customer_114,25,Alexandria,teacher,
115,Customer_115,52,Giza,unemployed,Married
116,Customer_116,52,Giza,teacher,Divorced
117,Customer_117,50,Cairo,doctor,Married
118,Customer_118,22,Alexandria,banker,Married
119,Customer_119,59,Alexandria,unemployed,
120,Customer_120,56,Cairo,unemployed,Married
121,Customer_121,58,Alexandria,unemployed,Single
122,Customer_122,45,Cairo,engineer,Single
123,Customer_123,24,Giza,banker,Married
124,Customer_124,26,Cairo,unemployed,
125,Customer_125,25,Cairo,doctor,Single
126,Customer_126,29,Alexandria,unemployed,
127,Customer_127,51,Cairo,unemployed,
128,Customer_128,50,Mansoura,teacher,Single
129,Customer_129,65,Alexandria,engineer,Divorced
130,Customer_130,40,Alexandria,engineer,Divorced
131,Customer_131,41,Cairo,teacher,
132,Customer_132,54,Cairo,unemployed,Divorced
133,Customer_133,52,Asyut,unemployed,Divorced
134,Customer_134,61,Cairo,banker,Married
135,Customer_135,57,Giza,teacher,Married
136,Customer_136,39,Cairo,unemployed,Single
137,Customer_137,44,Cairo,engineer,Married
138,Customer_138,52,Mansoura,unemployed,Single
139,Customer_139,18,Mansoura,doctor,Single
140,Customer_140,52,Mansoura,unemployed,Married
141,Customer_141,54,Cairo,banker,
142,Customer_142,64,Alexandria,developer,Divorced
143,Customer_143,31,Giza,unemployed,Single
144,Customer_144,20,Giza,developer,Married
145,Customer_145,18,Cairo,doctor,Married
146,Customer_146,22,Asyut,developer,
147,Customer_147,43,Giza,unemployed,Single
148,Customer_148,31,Alexandria,banker,
149,Customer_149,56,Giza,engineer,Single
150,Customer_150,44,Cairo,engineer,Married
151,Customer_151,26,Giza,doctor,Single
152,Customer_152,32,Giza,developer,Divorced
153,Customer_153,32,Giza,banker,Single
154,Customer_154,43,Cairo,unemployed,Married
155,Customer_155,59,Cairo,unemployed,Single
156,Customer_156,30,Giza,developer,Single
157,Customer_157,68,Cairo,developer,Single
158,Customer_158,49,Asyut,unemployed,
159,Customer_159,56,Cairo,teacher,Married
160,Customer_160,66,Mansoura,unemployed,Single
161,Customer_161,69,Cairo,doctor,Married
162,Customer_162,49,Alexandria,unemployed,
163,Customer_163,21,Alexandria,banker,Married
164,Customer_164,47,Cairo,doctor,Divorced
165,Customer_165,54,Alexandria,unemployed,Married
166,Customer_166,40,Cairo,banker,Single
167,Customer_167,56,Asyut,engineer,
168,Customer_168,62,Alexandria,engineer,
169,Customer_169,32,Giza,unemployed,Divorced
170,Customer_170,60,Asyut,banker,Single
171,Customer_171,46,Cairo,doctor,Single
172,Customer_172,53,Cairo,doctor,Divorced
173,Customer_173,30,Asyut,engineer,Married
174,Customer_174,49,Asyut,engineer,Divorced
175,Customer_175,24,Cairo,unemployed,Married
176,Customer_176,68,Cairo,banker,Married
177,Customer_177,39,Alexandria,doctor,
178,Customer_178,45,Cairo,unemployed,Divorced
179,Customer_179,19,Cairo,doctor,
180,Customer_180,59,Cairo,engineer,
181,Customer_181,62,Cairo,banker,Married
182,Customer_182,23,Cairo,teacher,Married
183,Customer_183,45,Alexandria,banker,
184,Customer_184,45,Giza,developer,
185,Customer_185,61,Giza,teacher,Married
186,Customer_186,61,Alexandria,unemployed,
187,Customer_187,37,Cairo,unemployed,Single
188,Customer_188,47,Cairo,unemployed,Divorced
189,Customer_189,28,Asyut,teacher,Single
190,Customer_190,45,Giza,teacher,Married
191,Customer_191,42,Alexandria,unemployed,Single
192,Customer_192,56,Cairo,banker,Single
193,Customer_193,50,Alexandria,unemployed,Single
194,Customer_194,18,Alexandria,developer,Married
195,Customer_195,44,Alexandria,engineer,Single
196,Customer_196,69,Cairo,unemployed,Divorced
197,Customer_197,30,Asyut,engineer,Married
198,Customer_198,58,Mansoura,unemployed,Single
199,Customer_199,20,Giza,teacher,Married
200,Customer_200,56,Cairo,unemployed,Single
201,Customer_201,23,Alexandria,unemployed,Single
202,Customer_202,25,Giza,unemployed,Single
203,Customer_203,44,Cairo,developer,Married
204,Customer_204,26,Mansoura,developer,Single
205,Customer_205,54,Mansoura,banker,
206,Customer_206,50,Cairo,doctor,Single
207,Customer_207,68,Mansoura,unemployed,Single
208,Customer_208,59,Giza,doctor,Married
209,Customer_209,61,Giza,doctor,Single
210,Customer_210,41,Giza,unemployed,Single
211,Customer_211,32,Cairo,banker,Married
212,Customer_212,49,Cairo,unemployed,Single
213,Customer_213,49,Cairo,doctor,
214,Customer_214,41,Giza,unemployed,
215,Customer_215,58,Cairo,teacher,Married
216,Customer_216,69,Mansoura,doctor,
217,Customer_217,66,Cairo,teacher,Married
218,Customer_218,66,Alexandria,banker,
219,Customer_219,69,Cairo,engineer,Single
220,Customer_220,29,Alexandria,developer,Divorced
221,Customer_221,56,Cairo,unemployed,Single
222,Customer_222,19,Asyut,banker,Divorced
223,Customer_223,20,Cairo,banker,Single
224,Customer_224,66,Cairo,banker,Married
225,Customer_225,54,Alexandria,doctor,Married
226,Customer_226,66,Cairo,teacher,
227,Customer_227,34,Cairo,developer,
228,Customer_228,66,Alexandria,doctor,Single
229,Customer_229,19,Asyut,engineer,
230,Customer_230,19,Cairo,unemployed,Single
231,Customer_231,45,Giza,unemployed,Divorced
232,Customer_232,40,Alexandria,developer,Married
233,Customer_233,54,Alexandria,unemployed,Married
234,Customer_234,49,Alexandria,unemployed,
235,Customer_235,50,Cairo,banker,Married
236,Customer_236,18,Cairo,unemployed,Married
237,Customer_237,36,Mansoura,engineer,Married
238,Customer_238,19,Giza,teacher,Single
239,Customer_239,61,Asyut,engineer,Married
240,Customer_240,43,Cairo,doctor,Single
241,Customer_241,49,Cairo,unemployed,Single
242,Customer_242,23,Giza,unemployed,Single
243,Customer_243,49,Cairo,doctor,Married
244,Customer_244,21,Giza,developer,
245,Customer_245,28,Cairo,banker,
246,Customer_246,34,Alexandria,unemployed,
247,Customer_247,55,Cairo,banker,
248,Customer_248,41,Asyut,engineer,Single
249,Customer_249,22,Giza,banker,
250,Customer_250,69,Alexandria,banker,Married
251,Customer_251,51,Cairo,developer,Married
252,Customer_252,23,Alexandria,teacher,Single
253,Customer_253,39,Cairo,teacher,Married
254,Customer_254,28,Giza,doctor,
255,Customer_255,65,Mansoura,unemployed,Married
256,Customer_256,33,Alexandria,doctor,Single
257,Customer_257,50,Alexandria,teacher,
258,Customer_258,26,Giza,engineer,Married
259,Customer_259,23,Asyut,teacher,Single
260,Customer_260,33,Cairo,doctor,Single
261,Customer_261,46,Alexandria,unemployed,Married
262,Customer_262,20,Giza,unemployed,Married
263,Customer_263,37,Mansoura,banker,Married
264,Customer_264,53,Cairo,developer,Single
265,Customer_265,36,Asyut,unemployed,Single
266,Customer_266,43,Mansoura,unemployed,Divorced
267,Customer_267,20,Cairo,banker,Married
268,Customer_268,36,Giza,teacher,Single
269,Customer_269,37,Cairo,unemployed,
270,Customer_270,49,Cairo,engineer,Married
271,Customer_271,24,Alexandria,unemployed,Single
272,Customer_272,69,Asyut,engineer,Single
273,Customer_273,58,Giza,developer,Married
274,Customer_274,50,Cairo,developer,Married
275,Customer_275,57,Mansoura,developer,Married
276,Customer_276,56,Alexandria,doctor,Divorced
277,Customer_277,35,Alexandria,unemployed,Divorced
278,Customer_278,57,Cairo,developer,Married
279,Customer_279,18,Alexandria,doctor,Married
280,Customer_280,28,Cairo,developer,Married
281,Customer_281,45,Cairo,teacher,Married
282,Customer_282,42,Alexandria,unemployed,Single
283,Customer_283,67,Alexandria,doctor,Divorced
284,Customer_284,40,Cairo,developer,Married
285,Customer_285,48,Cairo,unemployed,Single
286,Customer_286,47,Cairo,doctor,Married
287,Customer_287,59,Cairo,developer,
288,Customer_288,52,Alexandria,teacher,Single
289,Customer_289,24,Cairo,engineer,Single
290,Customer_290,33,Cairo,developer,
291,Customer_291,43,Giza,engineer,Divorced
292,Customer_292,65,Giza,unemployed,Single
293,Customer_293,69,Cairo,teacher,Married
294,Customer_294,66,Asyut,unemployed,
295,Customer_295,19,Alexandria,unemployed,Single
296,Customer_296,18,Cairo,unemployed,Single
297,Customer_297,65,Cairo,engineer,Married
298,Customer_298,29,Giza,teacher,
299,Customer_299,22,Asyut,banker,Single
300,Customer_300,54,Alexandria,teacher,
301,Customer_301,49,Cairo,teacher,Single
302,Customer_302,26,Asyut,unemployed,Married
303,Customer_303,58,Cairo,banker,Divorced
304,Customer_304,52,Cairo,doctor,Single
305,Customer_305,36,Cairo,doctor,Single
306,Customer_306,65,Giza,doctor,Married
307,Customer_307,33,Alexandria,engineer,Divorced
308,Customer_308,20,Asyut,teacher,
309,Customer_309,37,Mansoura,developer,Married
310,Customer_310,41,Cairo,banker,Divorced
311,Customer_311,50,Alexandria,developer,Single
312,Customer_312,41,Alexandria,engineer,Married
313,Customer_313,69,Cairo,banker,Married
314,Customer_314,28,Mansoura,developer,Married
315,Customer_315,66,Alexandria,unemployed,Single
316,Customer_316,25,Giza,engineer,Married
317,Customer_317,53,Giza,engineer,Divorced
318,Customer_318,55,Alexandria,engineer,Single
319,Customer_319,57,Mansoura,banker,Single
320,Customer_320,37,Giza,developer,Single
321,Customer_321,52,Giza,developer,Married
322,Customer_322,65,Cairo,unemployed,Single
323,Customer_323,42,Alexandria,engineer,Married
324,Customer_324,52,Alexandria,doctor,
325,Customer_325,42,Asyut,teacher,Single
326,Customer_326,46,Cairo,unemployed,Single
327,Customer_327,35,Cairo,unemployed,Married
328,Customer_328,63,Cairo,unemployed,Divorced
329,Customer_329,35,Cairo,unemployed,Single
330,Customer_330,19,Cairo,banker,Divorced
331,Customer_331,52,Cairo,unemployed,Single
332,Customer_332,33,Cairo,developer,
333,Customer_333,58,Asyut,banker,Married
334,Customer_334,53,Mansoura,banker,Married
335,Customer_335,50,Mansoura,unemployed,Single
336,Customer_336,21,Asyut,unemployed,
337,Customer_337,50,Alexandria,doctor,
338,Customer_338,31,Cairo,engineer,Divorced
339,Customer_339,38,Giza,unemployed,Single
340,Customer_340,65,Cairo,engineer,
341,Customer_341,37,Cairo,engineer,Married
342,Customer_342,25,Cairo,engineer,Married
343,Customer_343,24,Cairo,banker,Single
344,Customer_344,20,Cairo,engineer,Single
345,Customer_345,34,Alexandria,unemployed,Divorced
346,Customer_346,50,Giza,banker,
347,Customer_347,65,Giza,unemployed,Single
348,Customer_348,29,Asyut,banker,Divorced
349,Customer_349,68,Asyut,teacher,Married
350,Customer_350,39,Giza,teacher,Single
351,Customer_351,39,Cairo,teacher,Married
352,Customer_352,63,Giza,teacher,Married
353,Customer_353,47,Mansoura,banker,Married
354,Customer_354,55,Cairo,engineer,Single
355,Customer_355,55,Alexandria,doctor,Single
356,Customer_356,62,Cairo,unemployed,Married
357,Customer_357,68,Alexandria,developer,Single
358,Customer_358,25,Cairo,doctor,Married
359,Customer_359,44,Alexandria,teacher,
360,Customer_360,44,Cairo,engineer,Single
361,Customer_361,51,Giza,unemployed,Married
362,Customer_362,38,Alexandria,engineer,Single
363,Customer_363,47,Cairo,unemployed,Divorced
364,Customer_364,50,Asyut,doctor,Single
365,Customer_365,45,Alexandria,engineer,Married
366,Customer_366,64,Cairo,engineer,Married
367,Customer_367,50,Mansoura,developer,Married
368,Customer_368,22,Cairo,doctor,Married
369,Customer_369,65,Mansoura,engineer,Single
370,Customer_370,36,Giza,unemployed,
371,Customer_371,21,Cairo,unemployed,Married
372,Customer_372,52,Cairo,engineer,Married
373,Customer_373,66,Alexandria,unemployed,Single
374,Customer_374,34,Mansoura,teacher,Married
375,Customer_375,61,Alexandria,engineer,Single
376,Customer_376,45,Giza,unemployed,Single
377,Customer_377,47,Alexandria,unemployed,Married
378,Customer_378,46,Cairo,doctor,Single
379,Customer_379,63,Cairo,teacher,
380,Customer_380,23,Giza,engineer,Divorced
381,Customer_381,52,Cairo,developer,Married
382,Customer_382,58,Giza,unemployed,Married
383,Customer_383,54,Cairo,unemployed,Divorced
384,Customer_384,41,Cairo,developer,Single
385,Customer_385,46,Alexandria,engineer,Single
386,Customer_386,66,Giza,unemployed,Married
387,Customer_387,63,Asyut,engineer,Divorced
388,Customer_388,48,Cairo,teacher,Divorced
389,Customer_389,52,Cairo,unemployed,Married
390,Customer_390,50,Giza,unemployed,Single
391,Customer_391,69,Mansoura,teacher,Single
392,Customer_392,38,Cairo,engineer,Married
393,Customer_393,49,Giza,engineer,Married
394,Customer_394,40,Giza,banker,Married
395,Customer_395,50,Cairo,engineer,Married
396,Customer_396,20,Cairo,unemployed,Married
397,Customer_397,35,Giza,engineer,Married
398,Customer_398,42,Cairo,developer,
399,Customer_399,59,Alexandria,developer,Single
400,Customer_400,48,Cairo,teacher,Divorced
401,Customer_401,20,Cairo,developer,Divorced
402,Customer_402,57,Mansoura,engineer,Single
403,Customer_403,63,Asyut,doctor,Divorced
404,Customer_404,41,Cairo,engineer,Divorced
405,Customer_405,67,Asyut,unemployed,Single
406,Customer_406,49,Giza,banker,Divorced
407,Customer_407,64,Alexandria,unemployed,Single
408,Customer_408,39,Giza,unemployed,Married
409,Customer_409,40,Cairo,teacher,Single
410,Customer_410,19,Cairo,developer,Married
411,Customer_411,44,Asyut,doctor,Single
412,Customer_412,59,Mansoura,unemployed,Married
413,Customer_413,19,Mansoura,unemployed,
414,Customer_414,43,Cairo,doctor,Married
415,Customer_415,34,Cairo,teacher,Married
416,Customer_416,57,Giza,developer,Divorced
417,Customer_417,50,Alexandria,banker,Married
418,Customer_418,26,Cairo,unemployed,Single
419,Customer_419,60,Cairo,unemployed,Married
420,Customer_420,65,Mansoura,unemployed,Married
421,Customer_421,56,Asyut,teacher,Divorced
422,Customer_422,46,Asyut,doctor,Single
423,Customer_423,59,Cairo,doctor,Single
424,Customer_424,43,Asyut,teacher,Single
425,Customer_425,52,Mansoura,unemployed,Married
426,Customer_426,67,Cairo,engineer,Divorced
427,Customer_427,42,Mansoura,teacher,Married
428,Customer_428,41,Cairo,developer,
429,Customer_429,30,Giza,developer,Single
430,Customer_430,24,Cairo,banker,Single
431,Customer_431,53,Cairo,teacher,Married
432,Customer_432,62,Asyut,unemployed,Married
433,Customer_433,37,Cairo,developer,Single
434,Customer_434,18,Alexandria,developer,Single
435,Customer_435,25,Asyut,developer,Married
436,Customer_436,63,Cairo,engineer,Married
437,Customer_437,33,Mansoura,unemployed,Single
438,Customer_438,31,Alexandria,unemployed,Single
439,Customer_439,29,Asyut,unemployed,Divorced
440,Customer_440,68,Alexandria,teacher,Married
441,Customer_441,40,Alexandria,engineer,Single
442,Customer_442,32,Giza,developer,
443,Customer_443,45,Giza,unemployed,
444,Customer_444,51,Giza,unemployed,Single
445,Customer_445,19,Cairo,unemployed,Married
446,Customer_446,49,Alexandria,unemployed,
447,Customer_447,40,Cairo,engineer,Divorced
448,Customer_448,39,Alexandria,unemployed,Single
449,Customer_449,68,Cairo,developer,Married
450,Customer_450,42,Cairo,engineer,Divorced
451,Customer_451,39,Cairo,doctor,Married
452,Customer_452,39,Mansoura,developer,Married
453,Customer_453,66,Giza,engineer,
454,Customer_454,69,Alexandria,teacher,Divorced
455,Customer_455,59,Giza,unemployed,Single
456,Customer_456,23,Giza,developer,Single
457,Customer_457,32,Cairo,banker,Divorced
458,Customer_458,60,Giza,developer,Married
459,Customer_459,54,Cairo,doctor,
460,Customer_460,50,Alexandria,engineer,Divorced
461,Customer_461,25,Cairo,banker,Single
462,Customer_462,61,Mansoura,doctor,Divorced
463,Customer_463,61,Giza,teacher,Divorced
464,Customer_464,22,Cairo,developer,
465,Customer_465,56,Asyut,unemployed,Single
466,Customer_466,21,Giza,banker,Married
467,Customer_467,23,Giza,unemployed,Divorced
468,Customer_468,62,Alexandria,engineer,Married
469,Customer_469,49,Cairo,engineer,Single
470,Customer_470,69,Asyut,teacher,Single
471,Customer_471,47,Alexandria,doctor,Divorced
472,Customer_472,64,Cairo,banker,
473,Customer_473,52,Cairo,teacher,Married
474,Customer_474,57,Giza,doctor,Divorced
475,Customer_475,69,Mansoura,unemployed,Married
476,Customer_476,33,Cairo,unemployed,Single
477,Customer_477,30,Cairo,doctor,Married
478,Customer_478,67,Cairo,engineer,Divorced
479,Customer_479,59,Alexandria,engineer,Single
480,Customer_480,47,Cairo,unemployed,Single
481,Customer_481,36,Giza,engineer,Married
482,Customer_482,34,Alexandria,unemployed,
483,Customer_483,36,Giza,engineer,Divorced
484,Customer_484,45,Alexandria,doctor,Married
485,Customer_485,43,Giza,developer,Single
486,Customer_486,54,Alexandria,doctor,Single
487,Customer_487,43,Cairo,engineer,Divorced
488,Customer_488,40,Cairo,doctor,Divorced
489,Customer_489,26,Cairo,banker,Single
490,Customer_490,29,Giza,unemployed,Married
491,Customer_491,18,Cairo,developer,Single
492,Customer_492,18,Asyut,banker,Married
493,Customer_493,64,Cairo,banker,Single
494,Customer_494,51,Alexandria,engineer,Single
495,Customer_495,49,Cairo,engineer,Divorced
496,Customer_496,65,Cairo,banker,Single
497,Customer_497,42,Asyut,banker,Divorced
498,Customer_498,57,Asyut,teacher,Married
499,Customer_499,62,Cairo,teacher,Married
500,Customer_500,18,Alexandria,unemployed,Single
501,Customer_501,33,Giza,unemployed,Single
502,Customer_502,56,Alexandria,banker,
503,Customer_503,22,Alexandria,doctor,Single
504,Customer_504,39,Giza,developer,Married
505,Customer_505,46,Cairo,teacher,Single
506,Customer_506,20,Giza,engineer,Married
507,Customer_507,29,Alexandria,banker,Single
508,Customer_508,43,Cairo,doctor,Married
509,Customer_509,33,Giza,developer,Married
510,Customer_510,68,Cairo,doctor,Married
511,Customer_511,54,Giza,unemployed,
512,Customer_512,39,Alexandria,doctor,Single
513,Customer_513,46,Asyut,engineer,Married
514,Customer_514,31,Cairo,teacher,Single
515,Customer_515,45,Giza,doctor,Married
516,Customer_516,22,Alexandria,developer,Married
517,Customer_517,64,Alexandria,teacher,Married
518,Customer_518,66,Cairo,unemployed,Single
519,Customer_519,47,Alexandria,unemployed,Single
520,Customer_520,63,Alexandria,unemployed,Married
521,Customer_521,69,Asyut,engineer,Married
522,Customer_522,22,Giza,teacher,Married
523,Customer_523,29,Alexandria,unemployed,Single
524,Customer_524,33,Alexandria,unemployed,Married
525,Customer_525,43,Alexandria,teacher,
526,Customer_526,43,Asyut,doctor,Single
527,Customer_527,65,Alexandria,developer,
528,Customer_528,38,Cairo,doctor,Single
529,Customer_529,56,Cairo,developer,Married
530,Customer_530,53,Mansoura,unemployed,Married
531,Customer_531,50,Cairo,unemployed,Single
532,Customer_532,47,Alexandria,engineer,
533,Customer_533,54,Alexandria,teacher,Single
534,Customer_534,40,Cairo,banker,Single
535,Customer_535,27,Giza,unemployed,Single
536,Customer_536,22,Alexandria,developer,Married
537,Customer_537,53,Mansoura,developer,Divorced
538,Customer_538,51,Asyut,doctor,Single
539,Customer_539,69,Cairo,doctor,Divorced
540,Customer_540,48,Mansoura,unemployed,Married
541,Customer_541,27,Alexandria,unemployed,Divorced
542,Customer_542,36,Asyut,unemployed,Single
543,Customer_543,49,Cairo,developer,Divorced
544,Customer_544,18,Asyut,engineer,Married
545,Customer_545,22,Alexandria,teacher,Married
546,Customer_546,62,Cairo,teacher,Married
547,Customer_547,21,Cairo,teacher,Divorced
548,Customer_548,33,Alexandria,developer,Married
549,Customer_549,41,Asyut,doctor,Single
550,Customer_550,33,Mansoura,engineer,Divorced
551,Customer_551,19,Alexandria,teacher,
552,Customer_552,66,Cairo,developer,Married
553,Customer_553,45,Alexandria,banker,Single
554,Customer_554,49,Alexandria,unemployed,Divorced
555,Customer_555,44,Cairo,unemployed,
556,Customer_556,37,Alexandria,unemployed,Single
557,Customer_557,41,Cairo,teacher,Single
558,Customer_558,29,Cairo,doctor,Divorced
559,Customer_559,67,Cairo,unemployed,Single
560,Customer_560,52,Giza,unemployed,Divorced
561,Customer_561,50,Giza,unemployed,Divorced
562,Customer_562,50,Mansoura,unemployed,Married
563,Customer_563,68,Cairo,teacher,Married
564,Customer_564,60,Cairo,developer,Divorced
565,Customer_565,54,Cairo,engineer,Single
566,Customer_566,29,Giza,engineer,
567,Customer_567,20,Asyut,doctor,Married
568,Customer_568,18,Giza,developer,Married
569,Customer_569,50,Cairo,unemployed,Married
570,Customer_570,57,Alexandria,banker,Married
571,Customer_571,27,Alexandria,engineer,Divorced
572,Customer_572,60,Cairo,banker,Single
573,Customer_573,61,Alexandria,engineer,Divorced
574,Customer_574,46,Cairo,engineer,Single
575,Customer_575,30,Cairo,doctor,Single
576,Customer_576,29,Asyut,unemployed,Single
577,Customer_577,48,Giza,doctor,Divorced
578,Customer_578,63,Cairo,engineer,Married
579,Customer_579,19,Alexandria,developer,
580,Customer_580,68,Cairo,unemployed,Married
581,Customer_581,67,Cairo,developer,Single
582,Customer_582,52,Giza,developer,Married
583,Customer_583,40,Asyut,developer,
584,Customer_584,34,Mansoura,unemployed,
585,Customer_585,43,Giza,developer,Divorced
586,Customer_586,25,Asyut,unemployed,Single
587,Customer_587,46,Alexandria,banker,Divorced
588,Customer_588,43,Asyut,unemployed,
589,Customer_589,27,Giza,engineer,Divorced
590,Customer_590,43,Giza,teacher,Single
591,Customer_591,51,Cairo,developer,Married
592,Customer_592,68,Alexandria,doctor,
593,Customer_593,58,Cairo,banker,Single
594,Customer_594,24,Giza,doctor,Married
595,Customer_595,21,Cairo,teacher,Single
596,Customer_596,67,Giza,unemployed,Married
597,Customer_597,62,Cairo,teacher,Single
598,Customer_598,28,Mansoura,doctor,Single
599,Customer_599,46,Cairo,teacher,Single
600,Customer_600,53,Giza,engineer,Married
601,Customer_601,42,Mansoura,teacher,
602,Customer_602,38,Cairo,developer,
603,Customer_603,53,Giza,engineer,Married
604,Customer_604,27,Cairo,developer,Single
605,Customer_605,54,Mansoura,unemployed,Single
606,Customer_606,26,Cairo,unemployed,Married
607,Customer_607,41,Cairo,teacher,Married
608,Customer_608,52,Alexandria,engineer,Divorced
609,Customer_609,66,Cairo,engineer,Single
610,Customer_610,52,Alexandria,unemployed,Married
611,Customer_611,65,Asyut,teacher,Married
612,Customer_612,53,Alexandria,banker,Married
613,Customer_613,35,Giza,unemployed,Married
614,Customer_614,66,Alexandria,unemployed,Married
615,Customer_615,56,Alexandria,unemployed,Divorced
616,Customer_616,49,Asyut,engineer,Married
617,Customer_617,41,Mansoura,unemployed,
618,Customer_618,40,Asyut,unemployed,Single
619,Customer_619,49,Giza,unemployed,Married
620,Customer_620,54,Alexandria,engineer,Married
621,Customer_621,29,Alexandria,unemployed,
622,Customer_622,66,Alexandria,banker,Single
623,Customer_623,30,Cairo,teacher,Single
624,Customer_624,40,Giza,unemployed,Divorced
625,Customer_625,42,Giza,unemployed,Single
626,Customer_626,52,Giza,teacher,Married
627,Customer_627,58,Giza,engineer,Married
628,Customer_628,47,Cairo,engineer,Divorced
629,Customer_629,34,Cairo,unemployed,
630,Customer_630,66,Mansoura,banker,Married
